,c1,c2,jac,cos
0,ARG,AUS,0.03783783783783784,0.8656913492245162
1,ARG,AUT,0.04860731840524304,0.8698642028538965
2,ARG,BGD,0.030042918454935622,0.8472089005745295
3,ARG,BEL,0.030042918454935622,0.8516176891084657
4,ARG,BWA,0.027287319422150885,0.8299413569139202
5,ARG,BRA,0.0865874363327674,0.9137200957911515
6,ARG,BGR,0.041779706999457406,0.8562742813718541
7,ARG,CAN,0.026737967914438502,0.8399220020480143
8,ARG,CHL,0.09526525955504848,0.9164829967428318
9,ARG,CHN,0.017488076311605722,0.8392844924977862
10,ARG,COL,0.08108108108108109,0.9179302279779495
11,ARG,CUB,0.03952355170546833,0.8753145128662614
12,ARG,CZE,0.041779706999457406,0.8418830202959708
13,ARG,EGY,0.0367170626349892,0.8614739868760817
14,ARG,ETH,0.01641079936474325,0.8035147143051607
15,ARG,FRA,0.03225806451612903,0.8575403498749854
16,ARG,DEU,0.03727714748784441,0.8520429191177312
17,ARG,GHA,0.02290889717634523,0.8288620762861317
18,ARG,GRC,0.033925686591276254,0.8531548754999181
19,ARG,HKG,0.015335801163405606,0.7891375008619247
20,ARG,HUN,0.03783783783783784,0.8488028013453592
21,ARG,IND,0.01641079936474325,0.8182214232048958
22,ARG,IDN,0.0328133405056482,0.8563780230254217
23,ARG,IRL,0.022364217252396165,0.8451694994940315
24,ARG,ISR,0.027287319422150885,0.8386845823790908
25,ARG,ITA,0.04918032786885246,0.8802360779940392
26,ARG,JPN,0.02564102564102564,0.814336288206514
27,ARG,LVA,0.030595813204508857,0.8130367380097279
28,ARG,LBN,0.02564102564102564,0.8463489920887879
29,ARG,LTU,0.03336921420882669,0.8195608435559845
30,ARG,MYS,0.012658227848101266,0.803067546718079
31,ARG,MEX,0.07083100948131622,0.9065016333805602
32,ARG,MAR,0.0328133405056482,0.8360007774944157
33,ARG,NAM,0.012124406958355299,0.7797803091100642
34,ARG,NLD,0.01910828025477707,0.7921326472349903
35,ARG,NZL,0.022364217252396165,0.7941524393184809
36,ARG,NGA,0.015873015873015872,0.7969557118462597
